port,TCP,TCPflag,UDP
814,Cerrado,RA,Cerrado
815,Cerrado,RA,Cerrado
816,Cerrado,RA,Cerrado
817,Cerrado,RA,Cerrado
818,Cerrado,RA,Cerrado
819,Cerrado,RA,Cerrado
820,Cerrado,RA,Cerrado
821,Cerrado,RA,Cerrado
822,Cerrado,RA,Cerrado
823,Cerrado,RA,Cerrado
824,Cerrado,RA,Cerrado
825,Cerrado,RA,Cerrado
826,Cerrado,RA,Cerrado
827,Cerrado,RA,Cerrado
828,Cerrado,RA,Cerrado
829,Cerrado,RA,Cerrado
830,Filtrado,none,Cerrado
831,Cerrado,RA,Cerrado
832,Cerrado,RA,Cerrado
833,Cerrado,RA,Cerrado
834,Cerrado,RA,Cerrado
835,Cerrado,RA,Cerrado
836,Cerrado,RA,Cerrado
837,Cerrado,RA,Cerrado
838,Cerrado,RA,Cerrado
839,Cerrado,RA,Cerrado
840,Cerrado,RA,Cerrado
841,Cerrado,RA,Cerrado
842,Cerrado,RA,Cerrado
843,Cerrado,RA,Cerrado
844,Cerrado,RA,Cerrado
845,Cerrado,RA,Cerrado
846,Cerrado,RA,Cerrado
847,Cerrado,RA,Cerrado
848,Cerrado,RA,Cerrado
849,Cerrado,RA,Cerrado
850,Cerrado,RA,Cerrado
851,Cerrado,RA,Cerrado
852,Cerrado,RA,Cerrado
853,Cerrado,RA,Cerrado
854,Cerrado,RA,Cerrado
855,Cerrado,RA,Cerrado
856,Cerrado,RA,Cerrado
857,Cerrado,RA,Cerrado
858,Cerrado,RA,Cerrado
859,Cerrado,RA,Cerrado
860,Cerrado,RA,Cerrado
861,Cerrado,RA,Cerrado
862,Cerrado,RA,Cerrado
863,Cerrado,RA,Cerrado
864,Cerrado,RA,Cerrado
865,Cerrado,RA,Cerrado
866,Cerrado,RA,Cerrado
867,Cerrado,RA,Cerrado
868,Cerrado,RA,Cerrado
869,Cerrado,RA,Cerrado
870,Cerrado,RA,Cerrado
871,Cerrado,RA,Cerrado
872,Cerrado,RA,Cerrado
873,Cerrado,RA,Cerrado
874,Cerrado,RA,Cerrado
875,Cerrado,RA,Cerrado
876,Cerrado,RA,Cerrado
877,Cerrado,RA,Cerrado
878,Cerrado,RA,Cerrado
879,Cerrado,RA,Cerrado
880,Cerrado,RA,Cerrado
881,Cerrado,RA,Cerrado
882,Cerrado,RA,Cerrado
883,Cerrado,RA,Cerrado
884,Cerrado,RA,Cerrado
885,Cerrado,RA,Cerrado
886,Cerrado,RA,Cerrado
887,Cerrado,RA,Cerrado
888,Cerrado,RA,Cerrado
889,Cerrado,RA,Cerrado
890,Cerrado,RA,Cerrado
891,Cerrado,RA,Cerrado
892,Cerrado,RA,Cerrado
893,Cerrado,RA,Cerrado
894,Cerrado,RA,Cerrado
895,Cerrado,RA,Cerrado
896,Cerrado,RA,Cerrado
897,Cerrado,RA,Cerrado
898,Cerrado,RA,Cerrado
899,Cerrado,RA,Cerrado
900,Cerrado,RA,Cerrado
901,Cerrado,RA,Cerrado
902,Cerrado,RA,Cerrado
903,Cerrado,RA,Cerrado
904,Cerrado,RA,Cerrado
905,Cerrado,RA,Cerrado
906,Cerrado,RA,Cerrado
907,Cerrado,RA,Cerrado
908,Cerrado,RA,Cerrado
909,Cerrado,RA,Cerrado
910,Cerrado,RA,Cerrado
911,Cerrado,RA,Cerrado
912,Cerrado,RA,Cerrado
913,Cerrado,RA,Cerrado
914,Cerrado,RA,Cerrado
915,Cerrado,RA,Cerrado
916,Cerrado,RA,Cerrado
917,Cerrado,RA,Cerrado
918,Cerrado,RA,Cerrado
919,Cerrado,RA,Cerrado
920,Cerrado,RA,Cerrado
921,Cerrado,RA,Cerrado
922,Cerrado,RA,Cerrado
923,Cerrado,RA,Cerrado
924,Cerrado,RA,Cerrado
925,Cerrado,RA,Cerrado
926,Cerrado,RA,Cerrado
927,Cerrado,RA,Cerrado
928,Cerrado,RA,Cerrado
929,Cerrado,RA,Cerrado
930,Cerrado,RA,Cerrado
931,Cerrado,RA,Cerrado
932,Cerrado,RA,Cerrado
933,Cerrado,RA,Cerrado
934,Cerrado,RA,Cerrado
935,Cerrado,RA,Cerrado
936,Cerrado,RA,Cerrado
937,Cerrado,RA,Cerrado
938,Cerrado,RA,Cerrado
939,Cerrado,RA,Cerrado
940,Cerrado,RA,Cerrado
941,Cerrado,RA,Cerrado
942,Cerrado,RA,Cerrado
943,Cerrado,RA,Cerrado
944,Cerrado,RA,Cerrado
945,Cerrado,RA,Cerrado
946,Cerrado,RA,Cerrado
947,Cerrado,RA,Cerrado
948,Cerrado,RA,Cerrado
949,Cerrado,RA,Cerrado
950,Cerrado,RA,Cerrado
951,Cerrado,RA,Cerrado
952,Cerrado,RA,Cerrado
953,Cerrado,RA,Cerrado
954,Cerrado,RA,Cerrado
955,Cerrado,RA,Cerrado
956,Cerrado,RA,Cerrado
957,Cerrado,RA,Cerrado
958,Cerrado,RA,Cerrado
959,Cerrado,RA,Cerrado
960,Cerrado,RA,Cerrado
961,Cerrado,RA,Cerrado
962,Cerrado,RA,Cerrado
963,Cerrado,RA,Cerrado
964,Cerrado,RA,Cerrado
965,Cerrado,RA,Cerrado
966,Cerrado,RA,Cerrado
967,Cerrado,RA,Cerrado
968,Cerrado,RA,Cerrado
969,Cerrado,RA,Cerrado
970,Cerrado,RA,Cerrado
971,Cerrado,RA,Cerrado
972,Cerrado,RA,Cerrado
973,Cerrado,RA,Cerrado
974,Cerrado,RA,Cerrado
975,Cerrado,RA,Cerrado
976,Cerrado,RA,Cerrado
977,Cerrado,RA,Cerrado
978,Cerrado,RA,Cerrado
979,Cerrado,RA,Cerrado
980,Cerrado,RA,Cerrado
981,Cerrado,RA,Cerrado
982,Cerrado,RA,Cerrado
983,Cerrado,RA,Cerrado
984,Cerrado,RA,Cerrado
985,Cerrado,RA,Cerrado
986,Cerrado,RA,Cerrado
987,Cerrado,RA,Cerrado
988,Cerrado,RA,Cerrado
989,Cerrado,RA,Cerrado
990,Cerrado,RA,Cerrado
991,Cerrado,RA,Cerrado
992,Cerrado,RA,Cerrado
993,Cerrado,RA,Cerrado
994,Cerrado,RA,Cerrado
995,Cerrado,RA,Cerrado
996,Cerrado,RA,Cerrado
997,Cerrado,RA,Cerrado
998,Cerrado,RA,Cerrado
999,Cerrado,RA,Cerrado
1000,Cerrado,RA,Abierto | Filtrado
1001,Cerrado,RA,Cerrado
1002,Cerrado,RA,Cerrado
1003,Cerrado,RA,Cerrado
1004,Cerrado,RA,Cerrado
1005,Cerrado,RA,Cerrado
1006,Cerrado,RA,Cerrado
1007,Cerrado,RA,Cerrado
1008,Cerrado,RA,Cerrado
1009,Cerrado,RA,Cerrado
1010,Cerrado,RA,Cerrado
1011,Cerrado,RA,Cerrado
1012,Cerrado,RA,Cerrado
1013,Cerrado,RA,Cerrado
1014,Cerrado,RA,Cerrado
1015,Cerrado,RA,Cerrado
1016,Cerrado,RA,Cerrado
1017,Cerrado,RA,Cerrado
1018,Cerrado,RA,Cerrado
1019,Cerrado,RA,Cerrado
1020,Cerrado,RA,Cerrado
1021,Cerrado,RA,Cerrado
1022,Cerrado,RA,Cerrado
1023,Cerrado,RA,Cerrado
1024,Cerrado,RA,Cerrado
